Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Price per week
DAY CARE CENTER,430710250,A SPECIAL PLACE - CAMDEN (PRESCHOOL),"ALLEN CHILD DEVELOPMENT, LTD.","ALLEN, BETH",(408) 559-1566,1260 ERIN WAY,CAMPBELL,CA,95008,SANTA CLARA,7,26,CLOSED,10/15/1990,4/22/2016,
DAY CARE CENTER,500321346,A SPECIAL PLACE - TURLOCK,"ALLEN CHILD DEVELOPMENT, LTD.","VARGUS, RENEE",(209) 667-0322,2490 N WALNUT,TURLOCK,CA,95380,STANISLAUS,4,60,CLOSED,1/7/1994,2/12/2019,
DAY CARE CENTER,434406769,A SPECIAL PLACE TRINITY UNION,"ALLEN CHILD DEVELOPMENT AND RESEARCH CENTERS, INC.",MEHRAN MADANI,(408) 377-2342,3151 UNION AVENUE,SAN JOSE,CA,95124,SANTA CLARA,7,36,CLOSED,10/23/2003,8/31/2017,
DAY CARE CENTER,310310851,A STAR IS BORN,"MCCAULEY, LOUISE","PIPHER, LOUISE",(530) 823-7827,206 LINCOLN WAY,AUBURN,CA,95603,PLACER,3,48,CLOSED,3/15/1988,9/1/2015,
DAY CARE CENTER,73408202,A & T PRESCHOOL ACADEMY,TOBINWORLD,"CANONIZADO, MARY LOU",(925) 755-8635,4325 SPAULDING ST. STE. A,ANTIOCH,CA,94531,CONTRA COSTA,2,14,CLOSED,,7/15/2016,
DAY CARE CENTER,191204677,A + ADVENTIST CHILDREN'S CENTER,SOUTHERN CA CONFERENCE OF SEVENTH-DAY ADVENTISTS,MALISA SMITH,(818) 241-9353,234 N. ISABEL STREET,GLENDALE,CA,91206,LOS ANGELES,33,78,LICENSED,3/28/1995,,
DAY CARE CENTER,434410812,AB'S PRESCHOOL,MERAT AYALEW,"NEGASH, YODIT",(408) 866-6608,250 VIRGINIA AVENUE,CAMPBELL,CA,95008,SANTA CLARA,7,30,LICENSED,11/24/2009,,
DAY CARE CENTER,13422012,AB'S PRESCHOOL AND DAYCARE,AYALEW FAMILY SERVICES,"AYALEW, MERAT",(510) 633-0331,301 DOWLING BLVD,SAN LEANDRO,CA,94577,ALAMEDA,52,30,LICENSED,4/24/2015,,
DAY CARE CENTER,214005085,ABBEY MONTESSORI CHILDREN'S CENTER,"COSTELO, ELIZABETH","COSTELO, ELIZABETH",(415) 479-8865,8 N. SAN PEDRO ROAD,SAN RAFAEL,CA,94903,MARIN,5,26,CLOSED,9/9/2008,6/7/2019,
DAY CARE CENTER,213004840,ABBEY MONTESSORI CHILDREN'S CENTER - PRESCHOOL,"COSTELO, MA.ELIZABETH C.","COSTELO, ELIZABETH",(415) 479-8865,138 N. SAN PEDRO ROAD,SAN RAFAEL,CA,94903,MARIN,5,30,LICENSED,3/17/2003,,
DAY CARE CENTER,198012426,ABBOTT PRESCHOOL,LYNWOOD UNIFIED SCHOOL DISTRICT,"JONES, JEAN",(310) 603-2075,5260 E. CLARK STREET,LYNWOOD,CA,90262,LOS ANGELES,54,60,LICENSED,3/27/2006,,
DAY CARE CENTER,364842784,ABC 123 CHRISTIAN ACADEMY,ABC 123 CHRISTIAN ACADEMY,"TAPP, TIFFANY",(760) 948-3222,15138 MAIN STREET,HESPERIA,CA,92345,SAN BERNARDINO,12,63,LICENSED,10/16/2014,,
DAY CARE CENTER,198015878,ABC 123 LONG BEACH LEARNING CENTER,"ABC 123 LONG BEACH LEARNING CENTER, LLC",TIFFANY TRUONG,(562) 951-1123,909 PINE AVENUE,LONG BEACH,CA,90813,LOS ANGELES,54,30,CLOSED,9/21/2010,4/30/2018,
DAY CARE CENTER,334845352,ABC ACADEMICS,ABC ACADEMICS,DR. PATSY D. BROWN PHD EDD,(951) 214-2264,175 E. NUEVO RD.,PERRIS,CA,92571,RIVERSIDE,10,60,CLOSED,4/16/2019,6/28/2019,
DAY CARE CENTER,210105818,ABC ACADEMY PRESCHOOL,"HANDELIN, CAROLYN DENISE","HANDELIN, CAROLYN",(415) 459-7611,176 TUNSTEAD AVENUE,SAN ANSELMO,CA,94960,MARIN,5,40,LICENSED,1/17/1984,,
DAY CARE CENTER,198003340,ABC ANGELS PRESCHOOL,ABC ANGELS PRESCHOOL,KUNG SOOK MIN,(213) 738-8972,260 S. NEW HAMPSHIRE BOULEVARD,LOS ANGELES,CA,90004,LOS ANGELES,33,43,LICENSED,3/31/1998,,
DAY CARE CENTER,370805454,ABC BARN CHILDREN'S PLACE,SHEPHERD OF THE VALLEY EVANGELICAL LUTH CHURCH,"BLAKE, RONALD",(619) 670-3898,10842 FURY LANE,LA MESA,CA,91941,SAN DIEGO,20,87,LICENSED,8/20/1985,,
DAY CARE CENTER,334803016,ABC CHILD CARE CENTER,"ABC CHILD CARE, INC",MALINDA J. MARGIOTTA,(951) 699-5251,29705 SOLANA WAY,TEMECULA,CA,92591,RIVERSIDE,10,190,CLOSED,10/11/1996,12/21/2019,
DAY CARE CENTER,336300087,ABC CHILD CARE CENTER,"ANTON SCHOOLS, INC DBA ABC CHILD CARE CENTER INC",ANGELINE ANTON,(951) 491-0940,29705 SOLANA WAY,TEMECULA,CA,92591,RIVERSIDE,10,190,LICENSED,12/22/2019,,
DAY CARE CENTER,334814893,ABC CHILD CARE VILLAGE,"ABC VILLAGE, INC",MALINDA J. MARGIOTTA,(951) 491-0940,40045 VILLAGE ROAD,TEMECULA,CA,92591,RIVERSIDE,10,216,LICENSED,7/14/2004,,
DAY CARE CENTER,376701140,ABC CHILDREN'S CENTER AT SAN DIEGO,EKADUNTAU AMBA INC.,"WELTY-HAZIM, NICOLE",(858) 451-1663,12145 ALTA CARMEL CT. #270,SAN DIEGO,CA,92128,SAN DIEGO,51,82,LICENSED,6/10/2015,,
DAY CARE CENTER,376600011,ABC CHILDREN'S CENTER OF RANCHO BERNARDO,"JOHN & ARLEEN ENTERPRISES, INC.",SUSAN SPANGLER,(858) 451-1663,12145 ALTA CARMEL CT.#270,SAN DIEGO,CA,92128,SAN DIEGO,51,94,CLOSED,3/31/1994,6/10/2015,
DAY CARE CENTER,300605296,ABC DEVELOPMENT PRESCHOOL #1,ABC 4 B&J INC. (DBA) ABC DEVELOPMENT PRESCHOOL,MARY HEIN,(562) 924-1508,4631 1/2 LA PALMA AVE.,LA PALMA,CA,90623,ORANGE,6,60,LICENSED,9/6/1983,,
DAY CARE CENTER,300614038,ABC DEVELOPMENT PRESCHOOL #3,ABC 4 B & J INC.,"HEIN, CINDY",(714) 821-4222,9972 GRAHAM ST.,CYPRESS,CA,90630,ORANGE,6,60,LICENSED,9/14/1992,,
DAY CARE CENTER,304270045,ABC DEVELOPMENT PRESCHOOL #4,"LEBRUN, JANICE & ABC 4 B & J INC.","BRZUSKA, NIKKI",(714) 828-4222,4440 SURREY AVE.,CYPRESS,CA,90630,ORANGE,6,60,LICENSED,8/30/1994,,
DAY CARE CENTER,304270216,ABC DEVELOPMENT PRESCHOOL #5,ABC B & J INC.,"HEIN, CINDY",(714) 952-4222,8630 MOODY ST.,CYPRESS,CA,90630,ORANGE,6,24,INACTIVE,1/15/1996,,
DAY CARE CENTER,198012830,ABC EDUCATIONAL CENTER,ABC EDUCATIONAL CENTER LLC,YAZMIN NEWMAN,(323) 466-9984,1129 COLE AVENUE,LOS ANGELES,CA,90038,LOS ANGELES,33,30,LICENSED,2/13/2007,,
DAY CARE CENTER,434413116,ABC EVERGREEN PRESCHOOL,JENNY YEN HA,JENNY YEN HA,(408) 791-7772,2650 ABORN ROAD,SAN JOSE,CA,95121,SANTA CLARA,7,80,LICENSED,10/30/2012,,
DAY CARE CENTER,153808938,ABC KIDDIE ACADEMY,APOSTOLIC WORLD EVANGILISM AND FELLOWSHIP,"JOHNSON, KURT EVAN",(661) 302-1613,3025 FAIRFAX RD,BAKERSFIELD,CA,93306,KERN,4,30,CLOSED,,3/7/2017,
DAY CARE CENTER,566215557,ABC KIDS PRESCHOOL,ABC KIDS PRESCHOOL,ALMA FERREL,(805) 834-3113,1900 5TH STREET,OXNARD,CA,93030,VENTURA,17,78,LICENSED,3/8/2018,,
DAY CARE CENTER,566213795,ABC KIDS PRESCHOOL AND CHILD CARE,"FERREL, ALMA D.",ALMA FERREL,(805) 524-1222,808 RIVER ST.,FILLMORE,CA,93015,VENTURA,17,48,CLOSED,4/14/2012,4/27/2016,
DAY CARE CENTER,566215203,ABC KIDS PRESCHOOL & CHILDCARE,ABC KIDS PRESCHOOL & CHILD CARE,ALMA D. FERREL,(805) 524-1222,808 RIVER STREET,FILLMORE,CA,93015,VENTURA,17,48,LICENSED,4/27/2016,,
DAY CARE CENTER,434407563,ABC LEARNING MONTESSORI,DIANA AND KANA MANIX,DIANA MANIX,(408) 448-4578,1115 KIMBERLY DRIVE,SAN JOSE,CA,95118,SANTA CLARA,7,49,LICENSED,3/23/2004,,
DAY CARE CENTER,434414335,"ABC LEARNING MONTESSORI, LLC",DIANA AND KANA MANIX,AMEE CONSIGNY,(408) 532-6264,15345 CALLE ENRIQUE,MORGAN HILL,CA,95037,SANTA CLARA,7,50,LICENSED,7/15/2016,,
DAY CARE CENTER,566214911,ABC LEARNING PRESCHOOL & CHILDCARE,"COYLE, ANALAURA",GRACE MONTEJANO,(805) 933-3333,333 W. HARVARD BLVD,SANTA PAULA,CA,93060,VENTURA,17,66,LICENSED,10/30/2014,,
DAY CARE CENTER,197493685,"ABC LITTLE SCHOOL-NORTH HILLS, INC.","ABC LITTLE SCHOOL-NORTH HILLS, INC.",MARIA GOLDMAN,(818) 786-0301,9025 LANGDON AVENUE,NORTH HILLS,CA,91343,LOS ANGELES,30,138,LICENSED,4/10/2018,,
DAY CARE CENTER,197417567,"ABC LITTLE SCHOOL-SHERMAN OAKS, INC","ABC LITTLE SCHOOL-SHERMAN OAKS, INC",GINA DEBIASE NOGALES,(818) 786-0301,14926 BURBANK BLVD.,SHERMAN OAKS,CA,91411,LOS ANGELES,30,97,LICENSED,5/23/2011,,
DAY CARE CENTER,198012390,"ABC LITTLE SCHOOL STUDIO CITY, LLC","ABC LITTLE SCHOOL STUDIO CITY, LLC","ORTEGA, STEPHANIE",(818) 766-5557,11728 MOORPARK STREET,STUDIO CITY,CA,91604,LOS ANGELES,30,88,LICENSED,9/5/2006,,
DAY CARE CENTER,197413414,"ABC LITTLE SCHOOL VAN NUYS, LLC","ABC LITTLE SCHOOL VAN NUYS, LLC",JESSICA BROWN-VINCENT,(818) 786-5169,6447 WOODMAN AVENUE,VAN NUYS,CA,91401,LOS ANGELES,30,100,LICENSED,7/1/2006,,
DAY CARE CENTER,197413773,"ABC LITTLE SCHOOL WEST HOLLYWOOD, LLC","ABC LITTLE SCHOOL WEST HOLLYWOOD, LLC","LANDA, ROZA",(323) 654-9920,927 NORTH FAIRFAX AVENUE,WEST HOLLYWOOD,CA,90046,LOS ANGELES,30,40,LICENSED,8/17/2007,,
DAY CARE CENTER,13419449,ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON,"ABC MAGIC MOMENTS, INC.","MENDEZ, MAROOF",(510) 585-5965,4600 CAROL AVE.,FREMONT,CA,94538,ALAMEDA,52,80,LICENSED,12/17/2008,,
DAY CARE CENTER,13417471,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE","MENDEZ, MAROOF","SATRA, DOLLY",(510) 656-3722,2367 JACKSON STREET,FREMONT,CA,94539,ALAMEDA,52,28,LICENSED,5/10/2004,,
DAY CARE CENTER,434415238,ABC PLAY SCHOOL,ABC PLAY SCHOOL LLC,SHU CHEN PAN,(408) 645-6239,3000 SOUTH BASCOM AVENUE,SAN JOSE,CA,95124,SANTA CLARA,7,35,LICENSED,12/11/2017,,
DAY CARE CENTER,380506527,ABC PRE-SCHOOL,PINE UNITED METHODIST CHURCH,"INUI, KUMIKO",(415) 387-9111,"426 33RD AVENUE, 1ST FLOOR",SAN FRANCISCO,CA,94121,SAN FRANCISCO,5,35,LICENSED,5/14/1996,,
DAY CARE CENTER,13411388,ABC PRESCHOOL,E.Z. PLUS CORPORATION,"ZIMMERMAN, KAREN",(510) 521-6488,1525 BAY STREET,ALAMEDA,CA,94501,ALAMEDA,2,30,LICENSED,5/28/1996,,
DAY CARE CENTER,123005551,ABC PRESCHOOL,ARCATA CHRISTIAN SCHOOL BOARD,"INGRAM, NANCY",(707) 826-7675,1700 UNION STREET,ARCATA,CA,95521,HUMBOLDT,13,30,CLOSED,8/26/2004,6/16/2015,
DAY CARE CENTER,270710131,ABC PRESCHOOL AND DAYCARE,AROMAS BIBLE CHURCH OF AROMAS CA,BRIANA GRISWOLD,(831) 726-2357,263 CARPENTERIA ROAD,AROMAS,CA,95004,MONTEREY,7,30,LICENSED,9/18/1990,,
DAY CARE CENTER,13421345,ABC PRESCHOOL & DAYCARE,"STEVENS, ANGELA","STEVENS, ANGELA",(510) 921-0787,20135 SAN MIGUEL AVE,CASTRO VALLEY,CA,94546,ALAMEDA,52,21,LICENSED,7/11/2013,,
DAY CARE CENTER,191205070,ABC SCHOOL HOUSE,"PERERA, EDWARD & PHYLLIS",JEAN SLIAKIS,(818) 842-8466,4102-4104-4106 W. VICTORY BLVD,BURBANK,CA,91505,LOS ANGELES,30,64,LICENSED,9/1/1993,,
DAY CARE CENTER,364844527,ABC123 CHRISTIAN ACADEMY,ABC123 CHRISTIAN ACADEMY,"TAPP, TIFFANAY",(760) 247-6545,15022 MANHASSET RD.,APPLE VALLEY,CA,92308,SAN BERNARDINO,12,57,LICENSED,9/6/2017,,
DAY CARE CENTER,300600010,ABIDING SAVIOR LUTHERAN CHURCH & SCHOOL,ABIDING SAVIOR LUTHERAN CHURCH & SCHOOL,"WOLFINBARGER, MARY",(949) 837-4292,23262 EL TORO ROAD,LAKE FOREST,CA,92630,ORANGE,6,75,LICENSED,11/1/1974,,
DAY CARE CENTER,434407984,ABILITIES UNITED - MILESTONES,ABILITIES UNITED,SOHEILA RAZBAN,(650) 618-3325,3864 MIDDLEFIELD RD,PALO ALTO,CA,94303,SANTA CLARA,52,40,LICENSED,10/4/2004,,
DAY CARE CENTER,343607946,ABRAHAM LINCOLN PRESCHOOL,SCUSD CHILD DEVELOPMENT,"VEIRS, MARY",(916) 228-5867,3324 GLENMOORE DRIVE,SACRAMENTO,CA,95827,SACRAMENTO,3,25,LICENSED,4/12/2002,,
DAY CARE CENTER,367750007,ABUNDANCE OF JOY CHILD DEVELOPMENT CENTER,"MCCLENDON, ANTOINETTE","MCCLENDON, ANTOINETTE",(760) 947-3300,16420 SEQUOIA AVENUE,HESPERIA,CA,92345,SAN BERNARDINO,12,24,LICENSED,10/22/2019,,
DAY CARE CENTER,198015430,ABUNDANCE OF LIFE DAY CARE CENTER,ABUNDANCE OF LIFE TEMPLE OF CHRIST INC.,BISHOP SHERIA A. ARCEO,(562) 422-6195,6100 LONG BEACH BLVD.,LONG BEACH,CA,90805,LOS ANGELES,54,12,LICENSED,7/26/2010,,
DAY CARE CENTER,503808355,ABUNDANT LIFE CHILD CARE,ABUNDANT LIFE CHRISTIAN CENTER,"ALLARD, TAMMY MAE",(209) 545-0787,3120 SNYDER AVENUE,MODESTO,CA,95356,STANISLAUS,4,36,LICENSED,4/13/2007,,
DAY CARE CENTER,364841081,ABUNDANT PRESCHOOL OF LEARNING,ABUNDANT LIVING FAMILY CHURCH,DOMINIGUE LUCIEN,(909) 204-4514,10900 CIVIC CENTER DRIVE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,9,128,LICENSED,2/16/2012,,
DAY CARE CENTER,191593050,ACACIA MONTESSORI SCHOOL,FIRDOSY SAFIRA MRS.,"FIRDOSY, ZAFIRA",(626) 966-9356,450 W ROWLAND AVE,COVINA,CA,91723,LOS ANGELES,33,51,LICENSED,12/5/1989,,
DAY CARE CENTER,198020471,ACACIA MONTESSORI SCHOOL COVINA INC.,ACACIA MONTESSORI SCHOOL COVINA INC.,MILDRED BAUTISTA,(626) 966-9356,450 W ROWLAND ST,COVINA,CA,91723,LOS ANGELES,33,65,PENDING,,,
DAY CARE CENTER,304371287,ACACIA TREE PRE SCHOOL,"CHUNG, SUN P.","CHUNG, SUN P.",(714) 526-7855,1701 EAST CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,6,70,LICENSED,11/26/2019,,
DAY CARE CENTER,304370897,ACACIA TREE PRESCHOOL,"TOWN & COUNTRY SCHOOLS, INC.",DEBRA LEWICKI,(714) 526-7855,1701 EAST CHAPMAN AVENUE,FULLERTON,CA,92831,ORANGE,6,70,CLOSED,4/21/2014,11/25/2019,
DAY CARE CENTER,13420975,ACADEMIA DE MI ABUELA,REIMANN ENTERPRISES INC.,"REIMANN, CYNTHIA",(510) 336-7082,2162 MOUNTAIN BLVD STE 300,OAKLAND,CA,94611,ALAMEDA,2,53,LICENSED,1/30/2013,,
DAY CARE CENTER,503810038,ACADEMIC'S PLUS LEARNING CENTER,"TOOR, HARINDER/MABERRY, BILLDA","TOOR, HARINDER",(209) 702-2112,3217 TULLY RD,MODESTO,CA,95350,STANISLAUS,4,30,LICENSED,12/17/2018,,
DAY CARE CENTER,198018836,ACADEMICISE INT. PRESCHOOL & KINDERGARTEN,ACADEMICISE INTERNATIONAL PRESCHOOL & KINDERGARTEN,"LEUNG, NELSON",(626) 623-6020,325 E. LIVE OAK AVE.,ARCADIA,CA,91006,LOS ANGELES,33,81,LICENSED,12/21/2017,,
DAY CARE CENTER,573622545,ACADEMY 4 KIDS (PS),"BARRAGAN, PATRICIA & BARRAGAN, ERICA","BARRAGAN, PATRICIA & BARRA",(916) 389-0843,"2455 WEST CAPITOL AVE, #110",WEST SACRAMENTO,CA,95691,YOLO,53,28,LICENSED,7/27/2018,,
DAY CARE CENTER,376700755,"ACADEMY AT BRIGHT HORIZONS, THE",BRIGHT HORIZONS CHILDREN'S CENTER LLC,LAURA CLEMENTS,(760) 436-9666,2232 ENCINITAS BOULEVARD,ENCINITAS,CA,92024,SAN DIEGO,51,154,LICENSED,11/8/2010,,
DAY CARE CENTER,197493688,"ACADEMY AT MANHATTAN BEACH, THE",BRIGHT HORIZONS CHILDREN'S CENTERS LLC.,"WESSEL, VIDA",(310) 546-1700,1114 22ND STREET,MANHATTAN BEACH,CA,90266,LOS ANGELES,30,125,LICENSED,3/2/2018,,
DAY CARE CENTER,198005126,ACADEMY CHILDREN CENTER,ACADEMY CHILDREN CENTER,JIN HA CHUNG,(213) 387-5656,815 SOUTH KINGSLEY DRIVE,LOS ANGELES,CA,90005,LOS ANGELES,33,36,CLOSED,6/17/1999,5/2/2016,
DAY CARE CENTER,274414333,ACADEMY FOR CHILDREN,DESTINA ROBERTA GREEN,DESTINA R. GREEN,(831) 899-9000,1664 HILBY AVENUE,SEASIDE,CA,93955,MONTEREY,7,60,LICENSED,2/4/2016,,
DAY CARE CENTER,191605004,ACADEMY FOR EARLY LEARNING,ACADEMY FOR EARLY LEARNING INC.,TIFFANY MCDUFFIE,(310) 672-3777,1014-1020 N. PARK AVENUE,INGLEWOOD,CA,90302,LOS ANGELES,30,51,LICENSED,8/9/1990,,
DAY CARE CENTER,393621530,"ACADEMY OF LEARNER'S CDC, LLC","BAUMER, ELLA TEMPLE","BAUMER, ELLA",(209) 605-0626,18527 EAST HIGHWAY 26,LINDEN,CA,95236,SAN JOAQUIN,53,30,LICENSED,1/18/2017,,
DAY CARE CENTER,503808940,"ACADEMY OF LEARNERS CDC, LLC","BAUMER, ELLA","BAUMER, ELLA",(209) 605-0626,2531 E WHITMORE AVE,CERES,CA,95307,STANISLAUS,4,30,CLOSED,1/4/2016,1/1/2017,
DAY CARE CENTER,393621830,"ACADEMY OF LEARNERS CDC, LLC",ELLA TEMPLE BAUMER,"BAUMER, ELLA TEMPLE",(209) 605-0626,3507 WILMARTH ROAD,STOCKTON,CA,95215,SAN JOAQUIN,53,20,CLOSED,6/12/2017,10/14/2017,
DAY CARE CENTER,434413108,ACADEMY OF MANDARIN IMMERSION,"HUANG, TRACY","HUANG, TRACY",(408) 373-4007,3257 PAYNE AVENUE,SAN JOSE,CA,95117,SANTA CLARA,7,23,LICENSED,9/27/2012,,
DAY CARE CENTER,330908009,"ACADEMY OF PALM DESERT COMM. PRESBY. CHURCH, THE",PALM DESERT COMMUNITY PRESBYTERIAN CHURCH,REICHEL AINSWORTH,(760) 568-4360,47-321 HIGHWAY 74,PALM DESERT,CA,92260,RIVERSIDE,9,120,LICENSED,5/2/1983,,
DAY CARE CENTER,376105009,ACADEMY OF PLAY,ACEDEMY OF PLAY LLC.,CHRISTINA BRADLEY,(619) 669-8355,892 E. MADISON AVE,EL CAJON,CA,92020,SAN DIEGO,51,21,LICENSED,9/24/2019,,
DAY CARE CENTER,304370730,ACADEMY ON THE HILLS,SUNDLAND ACADEMIES ALISO INC.,"DEL REAL, VERONICA",(949) 360-7022,10 MAREBLU,ALISO VIEJO,CA,92656,ORANGE,6,102,LICENSED,9/13/2011,,
DAY CARE CENTER,198011613,"ACCELERATED SCHOOL KECK EARLY LEARNING CENTER, THE","ACCELERATED SCHOOL, THE",FRANCIS READING,(323) 235-6343,116 E. MARTIN LUTHER KING JR.,LOS ANGELES,CA,90011,LOS ANGELES,54,63,INACTIVE,8/17/2005,,
DAY CARE CENTER,304370907,ACDC AT GRACE LUTHERAN,GRACE EVANGELICAL LUTHERAN CHURCH OF ANAHEIM,"LOWE, KELLIE",(714) 956-9611,700 WEST SOUTH STREET,ANAHEIM,CA,92805,ORANGE,6,60,LICENSED,6/20/2014,,
DAY CARE CENTER,304370845,ACE MONTESSORI PRESCHOOL,DHARMENDRA PAL,"PAL, DHARMENDRA",(949) 735-2905,24602 RAYMOND WAY  SUITE #1,LAKE FOREST,CA,92630,ORANGE,6,90,LICENSED,6/10/2013,,
DAY CARE CENTER,393617385,ACE TOTS PRESCHOOL,ACE TOTS PRESCHOOL,"SINGH, SONI",(209) 330-1030,7204 SHORELINE DRIVE,STOCKTON,CA,95219,SAN JOAQUIN,53,90,LICENSED,3/15/2013,,
DAY CARE CENTER,430700006,ACHIEVER CHRISTIAN SCHOOLS,FIRST BAPTIST CHURCH,CARMEN O'HARRA,(408) 264-2345,540 SANDS DRIVE,SAN JOSE,CA,95125,SANTA CLARA,7,120,LICENSED,10/30/1993,,
DAY CARE CENTER,434411992,ACHIEVING STARS ACADEMY,"ACHIEVING STARS ACADEMY, INC.",MICHELLE OHYE,(408) 263-8802,301 SOUTH ABBOTT AVENUE,MILPITAS,CA,95035,SANTA CLARA,52,96,LICENSED,8/3/2010,,
DAY CARE CENTER,434413136,ACME CHILDREN'S CENTER,"ACME EDUCATION GROUP, INC.","CHAO, YAYUN (JANET)",(650) 800-7450,4101 EL CAMINO WAY,PALO ALTO,CA,94306,SANTA CLARA,52,90,LICENSED,10/27/2014,,
DAY CARE CENTER,70209024,ACORN LEARNING CENTER,"ACORN LEARNING CENTER, INC.","GONZALES, ANNA",(925) 837-1145,816 DIABLO ROAD,DANVILLE,CA,94526,CONTRA COSTA,2,42,LICENSED,2/9/1987,,
DAY CARE CENTER,73405619,ACORN LEARNING CENTER OF DOUGHERTY VALLEY,"ACORN LEARNING CENTER OF DOUGHERTY VALLEY, INC.",DAWN DILLARD,(925) 560-6488,17025 BOLLINGER CANYON ROAD,SAN RAMON,CA,94582,CONTRA COSTA,52,167,LICENSED,10/27/2006,,
DAY CARE CENTER,70211735,ACORN LEARNING CENTER OF SAN RAMON,"ACORN LEARNING CENTER OF SAN RAMON, INC.","LUCZAK, NANCY",(925) 735-7900,5075 CROW CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,52,151,LICENSED,12/28/1990,,
DAY CARE CENTER,493008637,"ACORN PRESCHOOL, OAK GROVE UNION SCHOOL DISTRICT",OAKGROVE UNION SCHOOL DISTRICT,"ROBISON, REBECCA",(707) 823-4930,8760 BOWER STREET,SEBASTOPOL,CA,95472,SONOMA,1,30,LICENSED,7/29/2013,,
DAY CARE CENTER,214005482,ACQUA MONTESSORI SCHOOL,ACQUA SCHOOLS LLC,NICOLAS RYAN MENDOZA,(415) 233-7454,8 N SAN PEDRO RD,SAN RAFAEL,CA,94903,MARIN,5,24,LICENSED,6/18/2019,,
DAY CARE CENTER,444412427,ACR ACADEMY,"BOOKUU CO, INC.",JAMES DAWSON,(831) 426-3655,327 CHURCH STREET,SANTA CRUZ,CA,95060,SANTA CRUZ,7,52,LICENSED,8/11/2011,,
DAY CARE CENTER,304370830,ACSD MARSHALL PRESCHOOL AT HARBOR BALL,ANAHEIM CITY SCHOOL DISTRICT,"JELINEK, VIVIANA",(714) 517-9237,1010 S. HARBOR BLVD.,ANAHEIM,CA,92805,ORANGE,6,48,CLOSED,1/4/2013,6/26/2017,
DAY CARE CENTER,343601205,ACTION DAY LEARNING CENTER,"MILLER, SHARON","WOOD, CONNIE",(916) 988-9633,9371 ELM AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,32,LICENSED,9/28/1995,,
DAY CARE CENTER,343601111,ACTION DAY LEARNING CENTER,"MILLER, SHARON","CAMPBELL, JOYCE",(916) 985-0976,400 STAFFORD STREET,FOLSOM,CA,95630,SACRAMENTO,3,48,LICENSED,7/24/1995,,
DAY CARE CENTER,343601174,ACTION DAY LEARNING CENTER,"MILLER, SHARON","LISH, LORI",(916) 988-9689,6822 KENNETH AVENUE,ORANGEVALE,CA,95662,SACRAMENTO,3,51,LICENSED,7/24/1995,,
DAY CARE CENTER,430703019,ACTION DAY NURSERIES & PRIMARY PLUS INC.,ACTION DAY NURSERIES & PRIMARY PLUS INC.,JESSICA GUZMAN,(650) 967-3780,333 EUNICE AVENUE,MOUNTAIN VIEW,CA,94040,SANTA CLARA,52,107,LICENSED,10/26/1994,,
DAY CARE CENTER,430701805,"ACTION DAY NURSERIES, INC.","ACTION DAY NURSERIES, INC.","KING, HEATHER",(408) 867-4515,13560 S. SARATOGA-SUNNYVALE RD,SARATOGA,CA,95070,SANTA CLARA,7,44,LICENSED,12/30/1994,,
DAY CARE CENTER,430701361,ACTION DAY NURSERY,"ACTION DAY NURSERIES, INC",JILL MILLER,(408) 266-8952,2146 LINCOLN AVENUE,SAN JOSE,CA,95125,SANTA CLARA,7,154,LICENSED,10/5/1992,,
DAY CARE CENTER,430700960,ACTION DAY NURSERY ON MOORPARK,"ACTION DAY NURSERIES, INC.","NORRY, SHAWNA",(408) 247-6972,3030 MOORPARK AVENUE,SAN JOSE,CA,95128,SANTA CLARA,7,233,LICENSED,7/29/1995,,
DAY CARE CENTER,430700961,ACTION DAY NURSERY ON PRUNERIDGE,ACTION DAY NURSERIES INC,SARAH HOLLOWAY,(408) 244-2909,2001 PRUNERIDGE AVENUE,SANTA CLARA,CA,95050,SANTA CLARA,7,68,LICENSED,11/14/1994,,
DAY CARE CENTER,434408755,ACTION DAY PRIMARY PLUS,"ACTION DAY NURSERIES & PRIMARY PLUS, INC.",RITIPAL(NEEKA)JUNEJA,(408) 629-6020,5845 ALLEN AVENUE,SAN JOSE,CA,95123,SANTA CLARA,7,254,LICENSED,11/7/2005,,
DAY CARE CENTER,493009895,ACTION NETWORK FAMILY RESOURCES CENTER,ACTION NETWORK FAMILY RESOURCE CENTER,THAIS MAZUR,(707) 884-5413,3555 ANNAPOLIS ROAD,ANNAPOLIS,CA,95412,SONOMA,1,14,PENDING,,,
DAY CARE CENTER,13415313,ACTS FULL GOSPEL CHRISTIAN ACADEMY,ACTS FULL GOSPEL CHRISTIAN ACADEMY,"ZEHAYE, SANDRA",(510) 638-1978,1127 - 62ND AVENUE,OAKLAND,CA,94621,ALAMEDA,2,25,CLOSED,9/26/2000,1/24/2018,
